"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_001MA","S1901_C01_001EA","S1901_C01_002E","S1901_C01_002M","S1901_C01_002MA","S1901_C01_002EA","S1901_C01_003E","S1901_C01_003M","S1901_C01_003MA","S1901_C01_003EA","S1901_C01_004E","S1901_C01_004M","S1901_C01_004MA","S1901_C01_004EA","S1901_C01_005E","S1901_C01_005EA","S1901_C01_005M","S1901_C01_005MA","S1901_C01_006E","S1901_C01_006M","S1901_C01_006MA","S1901_C01_006EA","S1901_C01_007E","S1901_C01_007M","S1901_C01_007MA","S1901_C01_007EA","S1901_C01_008E","S1901_C01_008M","S1901_C01_008MA","S1901_C01_008EA","S1901_C01_009E","S1901_C01_009EA","S1901_C01_009M","S1901_C01_009MA","S1901_C01_010E","S1901_C01_010EA","S1901_C01_010M","S1901_C01_010MA","S1901_C01_011E","S1901_C01_011EA","S1901_C01_011M","S1901_C01_011MA","S1901_C01_012E","S1901_C01_012EA","S1901_C01_012M","S1901_C01_012MA","S1901_C01_013E","S1901_C01_013EA","S1901_C01_013M","S1901_C01_013MA","S1901_C01_014E","S1901_C01_014EA","S1901_C01_014M","S1901_C01_014MA","S1901_C01_015E","S1901_C01_015EA","S1901_C01_015M","S1901_C01_015MA","S1901_C01_016E","S1901_C01_016EA","S1901_C01_016M","S1901_C01_016MA","S1901_C02_001E","S1901_C02_001M","S1901_C02_001MA","S1901_C02_001EA","S1901_C02_002E","S1901_C02_002M","S1901_C02_002MA","S1901_C02_002EA","S1901_C02_003E","S1901_C02_003EA","S1901_C02_003M","S1901_C02_003MA","S1901_C02_004E","S1901_C02_004EA","S1901_C02_004M","S1901_C02_004MA","S1901_C02_005E","S1901_C02_005EA","S1901_C02_005M","S1901_C02_005MA","S1901_C02_006E","S1901_C02_006EA","S1901_C02_006M","S1901_C02_006MA","S1901_C02_007E","S1901_C02_007EA","S1901_C02_007M","S1901_C02_007MA","S1901_C02_008E","S1901_C02_008M","S1901_C02_008MA","S1901_C02_008EA","S1901_C02_009E","S1901_C02_009M","S1901_C02_009MA","S1901_C02_009EA","S1901_C02_010E","S1901_C02_010EA","S1901_C02_010M","S1901_C02_010MA","S1901_C02_011E","S1901_C02_011M","S1901_C02_011MA","S1901_C02_011EA","S1901_C02_012E","S1901_C02_012M","S1901_C02_012MA","S1901_C02_012EA","S1901_C02_013E","S1901_C02_013EA","S1901_C02_013M","S1901_C02_013MA","S1901_C02_014E","S1901_C02_014EA","S1901_C02_014M","S1901_C02_014MA","S1901_C02_015E","S1901_C02_015EA","S1901_C02_015M","S1901_C02_015MA","S1901_C02_016E","S1901_C02_016EA","S1901_C02_016M","S1901_C02_016MA","S1901_C03_001E","S1901_C03_001EA","S1901_C03_001M","S1901_C03_001MA","S1901_C03_002E","S1901_C03_002M","S1901_C03_002MA","S1901_C03_002EA","S1901_C03_003E","S1901_C03_003EA","S1901_C03_003M","S1901_C03_003MA","S1901_C03_004E","S1901_C03_004M","S1901_C03_004MA","S1901_C03_004EA","S1901_C03_005E","S1901_C03_005M","S1901_C03_005MA","S1901_C03_005EA","S1901_C03_006E","S1901_C03_006EA","S1901_C03_006M","S1901_C03_006MA","S1901_C03_007E","S1901_C03_007EA","S1901_C03_007M","S1901_C03_007MA","S1901_C03_008E","S1901_C03_008M","S1901_C03_008MA","S1901_C03_008EA","S1901_C03_009E","S1901_C03_009M","S1901_C03_009MA","S1901_C03_009EA","S1901_C03_010E","S1901_C03_010M","S1901_C03_010MA","S1901_C03_010EA","S1901_C03_011E","S1901_C03_011EA","S1901_C03_011M","S1901_C03_011MA","S1901_C03_012E","S1901_C03_012M","S1901_C03_012MA","S1901_C03_012EA","S1901_C03_013E","S1901_C03_013M","S1901_C03_013MA","S1901_C03_013EA","S1901_C03_014E","S1901_C03_014EA","S1901_C03_014M","S1901_C03_014MA","S1901_C03_015E","S1901_C03_015M","S1901_C03_015MA","S1901_C03_015EA","S1901_C03_016E","S1901_C03_016M","S1901_C03_016MA","S1901_C03_016EA","S1901_C04_001E","S1901_C04_001EA","S1901_C04_001M","S1901_C04_001MA","S1901_C04_002E","S1901_C04_002EA","S1901_C04_002M","S1901_C04_002MA","S1901_C04_003E","S1901_C04_003EA","S1901_C04_003M","S1901_C04_003MA","S1901_C04_004E","S1901_C04_004EA","S1901_C04_004M","S1901_C04_004MA","S1901_C04_005E","S1901_C04_005EA","S1901_C04_005M","S1901_C04_005MA","S1901_C04_006E","S1901_C04_006M","S1901_C04_006MA","S1901_C04_006EA","S1901_C04_007E","S1901_C04_007EA","S1901_C04_007M","S1901_C04_007MA","S1901_C04_008E","S1901_C04_008M","S1901_C04_008MA","S1901_C04_008EA","S1901_C04_009E","S1901_C04_009M","S1901_C04_009MA","S1901_C04_009EA","S1901_C04_010E","S1901_C04_010EA","S1901_C04_010M","S1901_C04_010MA","S1901_C04_011E","S1901_C04_011M","S1901_C04_011MA","S1901_C04_011EA","S1901_C04_012E","S1901_C04_012M","S1901_C04_012MA","S1901_C04_012EA","S1901_C04_013E","S1901_C04_013EA","S1901_C04_013M","S1901_C04_013MA","S1901_C04_014E","S1901_C04_014M","S1901_C04_014MA","S1901_C04_014EA","S1901_C04_015E","S1901_C04_015M","S1901_C04_015MA","S1901_C04_015EA","S1901_C04_016E","S1901_C04_016EA","S1901_C04_016M","S1901_C04_016MA",
"Geography","Geographic Area Name","Estimate!!Households!!Total","Margin of Error!!Households!!Total","Annotation of Margin of Error!!Households!!Total","Annotation of Estimate!!Households!!Total","Estimate!!Households!!Total!!Less than $10,000","Margin of Error!!Households!!Total!!Less than $10,000","Annotation of Margin of Error!!Households!!Total!!Less than $10,000","Annotation of Estimate!!Households!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Margin of Error!!Households!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Households!!Total!!$10,000 to $14,999","Annotation of Estimate!!Households!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Margin of Error!!Households!!Total!!$15,000 to $24,999","Annotation of Margin of Error!!Households!!Total!!$15,000 to $24,999","Annotation of Estimate!!Households!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Annotation of Estimate!!Households!!Total!!$25,000 to $34,999","Margin of Error!!Households!!Total!!$25,000 to $34,999","Annotation of Margin of Error!!Households!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Margin of Error!!Households!!Total!!$35,000 to $49,999","Annotation of Margin of Error!!Households!!Total!!$35,000 to $49,999","Annotation of Estimate!!Households!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Margin of Error!!Households!!Total!!$50,000 to $74,999","Annotation of Margin of Error!!Households!!Total!!$50,000 to $74,999","Annotation of Estimate!!Households!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Margin of Error!!Households!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Households!!Total!!$75,000 to $99,999","Annotation of Estimate!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Annotation of Estimate!!Households!!Total!!$100,000 to $149,999","Margin of Error!!Households!!Total!!$100,000 to $149,999","Annotation of Margin of Error!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Annotation of Estimate!!Households!!Total!!$150,000 to $199,999","Margin of Error!!Households!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more","Annotation of Estimate!!Households!!Total!!$200,000 or more","Margin of Error!!Households!!Total!!$200,000 or more","Annotation of Margin of Error!!Households!!Total!!$200,000 or more","Estimate!!Households!!Median income (dollars)","Annotation of Estimate!!Households!!Median income (dollars)","Margin of Error!!Households!!Median income (dollars)","Annotation of Margin of Error!!Households!!Median income (dollars)","Estimate!!Households!!Mean income (dollars)","Annotation of Estimate!!Households!!Mean income (dollars)","Margin of Error!!Households!!Mean income (dollars)","Annotation of Margin of Error!!Households!!Mean income (dollars)","Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Families!!Total","Margin of Error!!Families!!Total","Annotation of Margin of Error!!Families!!Total","Annotation of Estimate!!Families!!Total","Estimate!!Families!!Total!!Less than $10,000","Margin of Error!!Families!!Total!!Less than $10,000","Annotation of Margin of Error!!Families!!Total!!Less than $10,000","Annotation of Estimate!!Families!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Annotation of Estimate!!Families!!Total!!$10,000 to $14,999","Margin of Error!!Families!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Families!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Annotation of Estimate!!Families!!Total!!$15,000 to $24,999","Margin of Error!!Families!!Total!!$15,000 to $24,999","Annotation of Margin of Error!!Families!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Annotation of Estimate!!Families!!Total!!$25,000 to $34,999","Margin of Error!!Families!!Total!!$25,000 to $34,999","Annotation of Margin of Error!!Families!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Annotation of Estimate!!Families!!Total!!$35,000 to $49,999","Margin of Error!!Families!!Total!!$35,000 to $49,999","Annotation of Margin of Error!!Families!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Annotation of Estimate!!Families!!Total!!$50,000 to $74,999","Margin of Error!!Families!!Total!!$50,000 to $74,999","Annotation of Margin of Error!!Families!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Margin of Error!!Families!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Families!!Total!!$75,000 to $99,999","Annotation of Estimate!!Families!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Margin of Error!!Families!!Total!!$100,000 to $149,999","Annotation of Margin of Error!!Families!!Total!!$100,000 to $149,999","Annotation of Estimate!!Families!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Annotation of Estimate!!Families!!Total!!$150,000 to $199,999","Margin of Error!!Families!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Families!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more","Margin of Error!!Families!!Total!!$200,000 or more","Annotation of Margin of Error!!Families!!Total!!$200,000 or more","Annotation of Estimate!!Families!!Total!!$200,000 or more","Estimate!!Families!!Median income (dollars)","Margin of Error!!Families!!Median income (dollars)","Annotation of Margin of Error!!Families!!Median income (dollars)","Annotation of Estimate!!Families!!Median income (dollars)","Estimate!!Families!!Mean income (dollars)","Annotation of Estimate!!Families!!Mean income (dollars)","Margin of Error!!Families!!Mean income (dollars)","Annotation of Margin of Error!!Families!!Mean income (dollars)","Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Married-couple families!!Total","Annotation of Estimate!!Married-couple families!!Total","Margin of Error!!Married-couple families!!Total","Annotation of Margin of Error!!Married-couple families!!Total","Estimate!!Married-couple families!!Total!!Less than $10,000","Margin of Error!!Married-couple families!!Total!!Less than $10,000","Annotation of Margin of Error!!Married-couple families!!Total!!Less than $10,000","Annotation of Estimate!!Married-couple families!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Annotation of Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Annotation of Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Annotation of Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Annotation of Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Annotation of Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Annotation of Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Annotation of Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Annotation of Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Annotation of Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Annotation of Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Annotation of Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Annotation of Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Annotation of Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more","Annotation of Estimate!!Married-couple families!!Total!!$200,000 or more","Margin of Error!!Married-couple families!!Total!!$200,000 or more","Annotation of Margin of Error!!Married-couple families!!Total!!$200,000 or more","Estimate!!Married-couple families!!Median income (dollars)","Margin of Error!!Married-couple families!!Median income (dollars)","Annotation of Margin of Error!!Married-couple families!!Median income (dollars)","Annotation of Estimate!!Married-couple families!!Median income (dollars)","Estimate!!Married-couple families!!Mean income (dollars)","Margin of Error!!Married-couple families!!Mean income (dollars)","Annotation of Margin of Error!!Married-couple families!!Mean income (dollars)","Annotation of Estimate!!Married-couple families!!Mean income (dollars)","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Nonfamily households!!Total","Annotation of Estimate!!Nonfamily households!!Total","Margin of Error!!Nonfamily households!!Total","Annotation of Margin of Error!!Nonfamily households!!Total","Estimate!!Nonfamily households!!Total!!Less than $10,000","Annotation of Estimate!!Nonfamily households!!Total!!Less than $10,000","Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Annotation of Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Annotation of Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Annotation of Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Annotation of Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Annotation of Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Annotation of Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Annotation of Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Annotation of Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Annotation of Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Annotation of Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Annotation of Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Annotation of Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Annotation of Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Annotation of Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more","Margin of Error!!Nonfamily households!!Total!!$200,000 or more","Annotation of Margin of Error!!Nonfamily households!!Total!!$200,000 or more","Annotation of Estimate!!Nonfamily households!!Total!!$200,000 or more","Estimate!!Nonfamily households!!Median income (dollars)","Margin of Error!!Nonfamily households!!Median income (dollars)","Annotation of Margin of Error!!Nonfamily households!!Median income (dollars)","Annotation of Estimate!!Nonfamily households!!Median income (dollars)","Estimate!!Nonfamily households!!Mean income (dollars)","Annotation of Estimate!!Nonfamily households!!Mean income (dollars)","Margin of Error!!Nonfamily households!!Mean income (dollars)","Annotation of Margin of Error!!Nonfamily households!!Mean income (dollars)","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months",
"0500000US47001","Anderson County, Tennessee","30973","540","null","null","7.1","1.3","null","null","5.5","1.0","null","null","7.9","1.1","null","null","9.6","null","1.1","null","15.6","1.6","null","null","17.6","1.6","null","null","13.4","1.4","null","null","13.4","null","1.5","null","5.5","null","1.1","null","4.4","null","0.7","null","55414","null","1969","null","74162","null","2780","null","36.3","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20607","688","null","null","4.5","1.2","null","null","3.2","null","1.2","null","4.9","null","1.0","null","6.9","null","1.3","null","15.3","null","2.2","null","18.0","null","2.1","null","16.7","2.0","null","null","17.3","1.9","null","null","7.2","null","1.5","null","6.0","1.1","null","null","70785","4528","null","null","87698","null","3949","null","(X)","(X)","(X)","(X)","36.8","null","(X)","(X)","(X)","(X)","(X)","(X)","15314","null","627","null","1.1","0.6","null","null","2.4","null","1.4","null","2.3","0.7","null","null","4.9","1.5","null","null","13.0","null","2.5","null","17.6","null","2.0","null","20.0","2.5","null","null","21.5","2.4","null","null","9.7","2.0","null","null","7.5","null","1.4","null","85419","3516","null","null","102451","5147","null","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","10366","null","697","null","13.8","null","2.8","null","9.9","null","2.2","null","14.2","null","2.7","null","16.1","null","2.4","null","16.6","2.6","null","null","16.1","null","2.8","null","5.8","2.0","null","null","4.4","1.5","null","null","1.9","null","1.0","null","1.1","0.7","null","null","32409","2304","null","null","43723","null","3774","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.9","null","(X)","(X)",
"0500000US47003","Bedford County, Tennessee","17904","328","null","null","4.6","1.2","null","null","4.2","1.3","null","null","8.6","2.1","null","null","9.5","null","2.1","null","17.0","2.4","null","null","21.2","2.4","null","null","15.9","2.7","null","null","11.4","null","1.7","null","3.9","null","1.1","null","3.7","null","1.2","null","55354","null","2944","null","72030","null","5052","null","42.3","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","12872","524","null","null","3.0","1.2","null","null","3.4","null","1.5","null","7.4","null","2.3","null","9.0","null","2.3","null","15.1","null","2.8","null","19.8","null","2.8","null","19.0","3.3","null","null","14.6","2.1","null","null","5.0","null","1.5","null","3.9","1.3","null","null","64425","4301","null","null","78391","null","5597","null","(X)","(X)","(X)","(X)","42.9","null","(X)","(X)","(X)","(X)","(X)","(X)","8708","null","469","null","0.7","0.5","null","null","1.2","null","0.9","null","2.7","1.5","null","null","5.0","1.8","null","null","15.7","null","3.3","null","20.6","null","3.7","null","22.3","4.2","null","null","19.1","3.2","null","null","7.4","2.2","null","null","5.4","null","1.8","null","78987","4415","null","null","93804","7067","null","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","5032","null","543","null","11.2","null","3.6","null","4.9","null","1.8","null","16.5","null","5.1","null","14.0","null","4.9","null","20.5","4.9","null","null","21.4","null","4.9","null","5.6","2.7","null","null","2.1","1.3","null","null","0.6","null","0.9","null","3.1","1.7","null","null","36861","5057","null","null","50354","null","8462","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.3","null","(X)","(X)",
"0500000US47005","Benton County, Tennessee","6509","242","null","null","7.6","2.2","null","null","9.2","2.2","null","null","14.0","2.9","null","null","12.9","null","2.8","null","13.8","2.7","null","null","19.5","3.1","null","null","10.2","2.3","null","null","6.7","null","2.2","null","3.5","null","1.5","null","2.6","null","1.3","null","40258","null","3710","null","56514","null","4246","null","31.1","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","3883","271","null","null","5.0","2.5","null","null","3.9","null","2.1","null","7.5","null","2.4","null","12.1","null","3.4","null","13.5","null","3.2","null","25.3","null","4.5","null","14.2","3.5","null","null","10.0","3.3","null","null","5.2","null","2.4","null","3.3","1.7","null","null","58839","3991","null","null","69060","null","5124","null","(X)","(X)","(X)","(X)","34.0","null","(X)","(X)","(X)","(X)","(X)","(X)","2582","null","244","null","1.4","1.1","null","null","1.6","null","1.8","null","5.1","2.7","null","null","7.9","2.4","null","null","14.8","null","4.1","null","26.4","null","5.5","null","17.2","4.3","null","null","14.1","4.7","null","null","6.9","3.5","null","null","4.6","null","2.6","null","70500","4846","null","null","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","2626","null","302","null","13.6","null","4.6","null","16.5","null","4.8","null","23.6","null","5.5","null","13.8","null","4.2","null","13.4","4.2","null","null","11.6","null","3.8","null","3.0","2.1","null","null","2.2","1.9","null","null","0.6","null","0.9","null","1.7","1.4","null","null","23040","3605","null","null","36647","null","6112","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.0","null","(X)","(X)",
"0500000US47007","Bledsoe County, Tennessee","4901","260","null","null","10.6","3.9","null","null","6.6","2.3","null","null","12.1","3.8","null","null","8.0","null","2.6","null","11.6","2.7","null","null","18.9","4.1","null","null","16.0","4.4","null","null","10.0","null","3.5","null","2.5","null","1.6","null","3.7","null","2.3","null","51884","null","7274","null","64000","null","7148","null","42.4","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","3495","250","null","null","7.5","4.7","null","null","3.6","null","2.1","null","9.1","null","3.7","null","7.6","null","2.7","null","11.1","null","3.5","null","20.9","null","5.2","null","19.0","5.5","null","null","13.1","4.9","null","null","3.5","null","2.2","null","4.5","3.0","null","null","65099","14901","null","null","74243","null","9168","null","(X)","(X)","(X)","(X)","42.3","null","(X)","(X)","(X)","(X)","(X)","(X)","2703","null","278","null","2.3","1.6","null","null","2.5","null","2.0","null","7.1","3.9","null","null","6.9","2.8","null","null","11.8","null","4.3","null","19.8","null","5.2","null","23.6","6.4","null","null","15.6","5.8","null","null","4.6","2.8","null","null","5.9","null","3.9","null","74743","7059","null","null","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","1406","null","261","null","19.1","null","9.0","null","15.9","null","7.3","null","18.7","null","7.3","null","10.7","null","6.7","null","14.2","6.1","null","null","12.1","null","7.0","null","6.5","5.1","null","null","1.1","1.8","null","null","0.0","null","2.8","null","1.7","1.8","null","null","23575","5481","null","null","35486","null","8724","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.2","null","(X)","(X)",
